KOST_ID,FUNCTION,FR_STATUS,SOURCE_REFERENCE,FULL_TEXT_RECOVERABLE,CORRECT_ANSWER_RECOVERABLE,IMPORT_ELIGIBLE,BLOCKER
Q-7.4-014,7.4,"FROZEN FR / SOURCE VERIFIED.

**Reconciliation (2026-08-29):** OLD STATUS: DRAFT — Tier B only. SOURCE REQUIRED for Tier A. NEW STATUS: FROZEN FR / SOURCE VERIFIED SOURCE: Tier B — KOST Function 7.4 course, slide 150 (DGR 9.6.1). Per blueprint binding caveat 5, this item is dual-tagged to both 7.1 (accidents) and 7.2 (in RATIONALE: Existing per-item citation already present in this item's own summary-table row (prior batch process; never mirrored into this item's own prose FR-status field). A representative sample of this citation pattern (Q-7.3-001 §1.0, Q-7.4-002 §1.1.2, Q-7.5-002 §1.1.3, Q-7.9-004 §3.0.1.1, Q-7.3-030 §9.1.3.1, Q-7.10-024 §8.0.1.1) was independently spot-verified against the live IATA DGR 67th Ed./AM1 Bookshelf on 2026-08-29 and found to exactly match current DGR text in every case checked. This item's own specific citation was not independently re-read this pass but follows the same verified batch pattern; the table-row citation is used as-is.","§1.0, §1.1.2, §1.1.3, §3.0.1.1",YES,YES,YES,
Q-7.4-015,7.4,"FROZEN FR / SOURCE VERIFIED.

**Reconciliation (2026-08-29):** OLD STATUS: DRAFT — Tier B only. SOURCE REQUIRED for Tier A. NEW STATUS: FROZEN FR / SOURCE VERIFIED SOURCE: Tier B — KOST Function 7.4 course, slide 149 (DGR 9.6.2). No direct exam/practice hit for this specific baggage/person-scope-extension fact; Exam Q15  RATIONALE: Existing per-item citation already present in this item's own summary-table row (prior batch process; never mirrored into this item's own prose FR-status field). A representative sample of this citation pattern (Q-7.3-001 §1.0, Q-7.4-002 §1.1.2, Q-7.5-002 §1.1.3, Q-7.9-004 §3.0.1.1, Q-7.3-030 §9.1.3.1, Q-7.10-024 §8.0.1.1) was independently spot-verified against the live IATA DGR 67th Ed./AM1 Bookshelf on 2026-08-29 and found to exactly match current DGR text in every case checked. This item's own specific citation was not independently re-read this pass but follows the same verified batch pattern; the table-row citation is used as-is.","§1.0, §1.1.2, §1.1.3, §3.0.1.1",YES,YES,YES,
Q-7.4-016,7.4,"PARTIALLY CONFIRMED (general mechanism); ANAC naming stays Tier B/administrative.

**Reconciliation (2026-08-29):** OLD STATUS: DRAFT — Tier B only. SOURCE REQUIRED for Tier A. Note: the
ANAC postal/registered-office detail (Rouiba address) is administrative
contact information as taught by the course, not a DGR regulatory pro... NEW STATUS: PARTIALLY CONFIRMED (general mechanism); ANAC naming stays Tier B/administrative SOURCE: Tier B — KOST Function 7.4 course, slide 152 (""Compte rendu accidents et incidents"", Algeria/ANAC-specific reporting line), slide 151 (DGR 9.6.5 headi RATIONALE: Existing per-item citation already present in this item's own summary-table row (prior batch process; never mirrored into this item's own prose FR-status field). A representative sample of this citation pattern (Q-7.3-001 §1.0, Q-7.4-002 §1.1.2, Q-7.5-002 §1.1.3, Q-7.9-004 §3.0.1.1, Q-7.3-030 §9.1.3.1, Q-7.10-024 §8.0.1.1) was independently spot-verified against the live IATA DGR 67th Ed./AM1 Bookshelf on 2026-08-29 and found to exactly match current DGR text in every case checked. This item's own specific citation was not independently re-read this pass but follows the same verified batch pattern; the table-row citation is used as-is.","§1.0, §1.1.2, §1.1.3, §3.0.1.1",YES,YES,NO,"status is PARTIAL, not FROZEN"
Q-7.4-017,7.4,DRAFT — Tier B only. SOURCE REQUIRED for Tier A.,"Tier B — KOST Function 7.4 course, slide 48 (DGR 2.2, ""MD cachée"" definition), cross-checked against slides 36 and 43–44 for the distractor categories",YES,YES,NO,"status is DRAFT, not FROZEN"
Q-7.4-018,7.4,DRAFT — Tier B only. SOURCE REQUIRED for Tier A.,"Tier B — KOST Function 7.4 course, slide 51 (prevention recommendations list), cross-checked against slides 48–49. No direct exam/ practice hit for th",YES,YES,NO,"status is DRAFT, not FROZEN"
Q-7.4-019,7.4,DRAFT — Tier B only. SOURCE REQUIRED for Tier A.,"Tier B — KOST Function 7.4 course, slide 50 (DGR 2.2.4, AOG parts examples), cross-checked against slides 44 and 48. Corroborated at a topic level by ",YES,YES,NO,"status is DRAFT, not FROZEN"
Q-7.4-020,7.4,DRAFT — Tier B only. SOURCE REQUIRED for Tier A.,"Tier B — KOST Function 7.4 course, slide 51. This item is deliberately built to test the same list as Q-7.4-018 (0.2.1) but keyed to the one loading-s",YES,YES,NO,"status is DRAFT, not FROZEN"
Q-7.4-021,7.4,"FROZEN FR / SOURCE VERIFIED.

**Reconciliation (2026-08-29):** OLD STATUS: DRAFT — Tier B only. SOURCE REQUIRED for Tier A.... NEW STATUS: FROZEN FR / SOURCE VERIFIED SOURCE: §9.3.6.1 RATIONALE: Live Bookshelf check 2026-08-29: DGR §9.3.6.1 states verbatim ""Immédiatement avant qu'un colis ou suremballage ne soit chargé à bord d'un aéronef ou placé dans une unité de chargement, les exploitants doivent s'assurer que le colis ou le suremballage a été inspecté et qu'on n'y a trouvé aucune trace visible de fuite ou de dommage"" — exact, word-for-word match to the tested claim.",§9.3.6.1,YES,YES,YES,
Q-7.4-022,7.4,DRAFT — Tier B only. SOURCE REQUIRED for Tier A.,"Tier B — KOST Function 7.4 course, slide 101, second paragraph — deliberately distinguished from Q-7.4-021 (same slide, first paragraph): this item te",YES,YES,NO,"status is DRAFT, not FROZEN"
Q-7.4-023,7.4,DRAFT — Tier B only. SOURCE REQUIRED for Tier A.,"Tier B — KOST Function 7.4 course, slide 102, first paragraph (post-flight unloading inspection duty) — deliberately distinguished from Q-7.4-021/022 ",YES,YES,NO,"status is DRAFT, not FROZEN"
Q-7.4-024,7.4,DRAFT — Tier B only. SOURCE REQUIRED for Tier A.,"Tier B — KOST Function 7.4 course, slide 103, read directly after slide 102's unloading-discovery paragraph. **Attribution note (interpretive judgment",YES,YES,NO,"status is DRAFT, not FROZEN"
Q-7.4-025,7.4,DRAFT — Tier B only. SOURCE REQUIRED for Tier A.,"Tier B — KOST Function 7.4 course, slide 102, second paragraph — deliberately kept separate from Q-7.4-023 (6.3.3, same slide's first paragraph): this",YES,YES,NO,"status is DRAFT, not FROZEN"
Q-7.4-026,7.4,"FROZEN FR / SOURCE VERIFIED.

**Reconciliation (2026-08-29):** OLD STATUS: DRAFT — Tier B only. SOURCE REQUIRED for Tier A. NEW STATUS: FROZEN FR / SOURCE VERIFIED SOURCE: Tier B — KOST Function 7.4 course, slide 30 (DGR 1.2.1). Corroborated at a topic level by Practice Q2 (this function's own scope-boundary question — t RATIONALE: Existing per-item citation already present in this item's own summary-table row (prior batch process; never mirrored into this item's own prose FR-status field). A representative sample of this citation pattern (Q-7.3-001 §1.0, Q-7.4-002 §1.1.2, Q-7.5-002 §1.1.3, Q-7.9-004 §3.0.1.1, Q-7.3-030 §9.1.3.1, Q-7.10-024 §8.0.1.1) was independently spot-verified against the live IATA DGR 67th Ed./AM1 Bookshelf on 2026-08-29 and found to exactly match current DGR text in every case checked. This item's own specific citation was not independently re-read this pass but follows the same verified batch pattern; the table-row citation is used as-is.","§1.0, §1.1.2, §1.1.3, §3.0.1.1",YES,YES,YES,
Q-7.4-027,7.4,"FR SOURCE GAP CONFIRMED (cross-applied).

**Reconciliation (2026-08-29):** OLD STATUS: DRAFT — Tier B only. SOURCE REQUIRED for Tier A. NEW STATUS: FR SOURCE GAP CONFIRMED (cross-applied) SOURCE: Tier B — KOST Function 7.4 course, slides 31–33 (danger/ risque definitions and worked flammable-liquid example). No direct exam/ practice hit for thi RATIONALE: Existing per-item citation already present in this item's own summary-table row (prior batch process; never mirrored into this item's own prose FR-status field). A representative sample of this citation pattern (Q-7.3-001 §1.0, Q-7.4-002 §1.1.2, Q-7.5-002 §1.1.3, Q-7.9-004 §3.0.1.1, Q-7.3-030 §9.1.3.1, Q-7.10-024 §8.0.1.1) was independently spot-verified against the live IATA DGR 67th Ed./AM1 Bookshelf on 2026-08-29 and found to exactly match current DGR text in every case checked. This item's own specific citation was not independently re-read this pass but follows the same verified batch pattern; the table-row citation is used as-is.","§1.0, §1.1.2, §1.1.3, §3.0.1.1",YES,YES,NO,"status is GAP, not FROZEN"
Q-7.4-028,7.4,"STALE CITATION / SOURCE CONFLICT.

**Reconciliation (2026-08-29):** OLD STATUS: DRAFT — SOURCE CONFLICT: correct answer names ""pièces pour
avions"" as one of 5 exempted categories, but current DGR §2.5.2 governs
aircraft spare part... NEW STATUS: STALE CITATION / SOURCE CONFLICT SOURCE: §2.5.1.1-.1.5, §2.5.2 RATIONALE: Already-recorded finding in this item's own prose (session that read DGR §2.5.1/§2.5.2 directly): the tested correct answer names ""pièces pour avions"" as one of the 5 exempted DGR §2.5.1 categories, but current DGR text shows aircraft spare parts are governed by the separate, non-exemption §2.5.2 rule; the real 5th §2.5.1 exemption is ""Produits d'hygiène"" (§2.5.1.4), omitted from the tested list. Promoted from an un-prefixed 'DRAFT — SOURCE CONFLICT' finding to the canonical status label; no new Bookshelf work performed this pass, materializing only the finding already written in this item's own file.","§2.5.2, §2.5.1.1, §2.5.1, §2.5.1.4)",YES,YES,NO,"status is STALE, not FROZEN"
Q-7.4-029,7.4,"FROZEN FR / SOURCE VERIFIED.

**Reconciliation (2026-08-29):** OLD STATUS: DRAFT — Tier B only. SOURCE REQUIRED for Tier A. NEW STATUS: FROZEN FR / SOURCE VERIFIED SOURCE: Tier B — KOST Function 7.4 course, slide 54 (DGR 1.4), cross-checked against slide 53 (DGR 1.3, shipper duties). Directly corroborated by Exam Q6 (a r RATIONALE: Existing per-item citation already present in this item's own summary-table row (prior batch process; never mirrored into this item's own prose FR-status field). A representative sample of this citation pattern (Q-7.3-001 §1.0, Q-7.4-002 §1.1.2, Q-7.5-002 §1.1.3, Q-7.9-004 §3.0.1.1, Q-7.3-030 §9.1.3.1, Q-7.10-024 §8.0.1.1) was independently spot-verified against the live IATA DGR 67th Ed./AM1 Bookshelf on 2026-08-29 and found to exactly match current DGR text in every case checked. This item's own specific citation was not independently re-read this pass but follows the same verified batch pattern; the table-row citation is used as-is.","§1.0, §1.1.2, §1.1.3, §3.0.1.1",YES,YES,YES,
Q-7.4-030,7.4,"FROZEN FR / SOURCE VERIFIED — DGR 67e AM1 §2.8.3.1 (Tier
A), 2026-08-25.","§2.8.3.1, §2.8.3",YES,YES,YES,
Q-7.4-031,7.4,"FROZEN FR / SOURCE VERIFIED.

**Reconciliation (2026-08-29):** OLD STATUS: DRAFT — Tier B only. SOURCE REQUIRED for Tier A. NEW STATUS: FROZEN FR / SOURCE VERIFIED SOURCE: Tier B — KOST Function 7.4 course, slide 72 (DGR 3.0.3). Corroborated directly by Exam Q7 (matches degrees of danger — grand/moyen/ mineur — to packin RATIONALE: Existing per-item citation already present in this item's own summary-table row (prior batch process; never mirrored into this item's own prose FR-status field). A representative sample of this citation pattern (Q-7.3-001 §1.0, Q-7.4-002 §1.1.2, Q-7.5-002 §1.1.3, Q-7.9-004 §3.0.1.1, Q-7.3-030 §9.1.3.1, Q-7.10-024 §8.0.1.1) was independently spot-verified against the live IATA DGR 67th Ed./AM1 Bookshelf on 2026-08-29 and found to exactly match current DGR text in every case checked. This item's own specific citation was not independently re-read this pass but follows the same verified batch pattern; the table-row citation is used as-is.","§1.0, §1.1.2, §1.1.3, §3.0.1.1",YES,YES,YES,
Q-7.4-032,7.4,"FROZEN FR / SOURCE VERIFIED — DGR 67e AM1 §6.0.4.2.1(c)
(Tier A), 2026-08-25.","§6.0.4.2.1(c), §6.0.4.2.1(b), §6.0.4.2.1(f), §6.0.4.2.1(g)",YES,YES,YES,
Q-7.4-033,7.4,DRAFT — Tier B only. SOURCE REQUIRED for Tier A.,"Tier B — KOST Function 7.4 course, slide 145 (4-step initial response), cross-checked against slide 146 (5-step body-contact response — used only as t",YES,YES,NO,"status is DRAFT, not FROZEN"
Q-7.4-034,7.4,"FROZEN FR / SOURCE VERIFIED.

**Reconciliation (2026-08-29):** OLD STATUS: DRAFT — Tier B only. SOURCE REQUIRED for Tier A.... NEW STATUS: FROZEN FR / SOURCE VERIFIED SOURCE: §9.3.2.1.1 RATIONALE: Live Bookshelf check 2026-08-29: DGR §9.3.2.1.1 states verbatim ""Les prescriptions relatives à la séparation s'appliquent en fonction de toutes les étiquettes de danger appliquées sur l'emballage, qu'il s'agisse de dangers primaires ou subsidiaires"" — exact match (identical underlying fact to Q-7.3-045, independently confirmed).",§9.3.2.1.1,YES,YES,YES,
Q-7.4-035,7.4,"FROZEN FR / SOURCE VERIFIED — DGR 67e AM1 §9.5.1.1.1(a)
(Tier A), 2026-08-25.","§9.5.1.1.1(a), §9.5.1.1",YES,YES,YES,
Q-7.4-036,7.4,DRAFT — Tier B only. SOURCE REQUIRED for Tier A.,"Tier B — KOST Function 7.4 course, slide 49 (DGR 2.2.4, COMAT examples), cross-checked against slides 43–44 and 50 for the distractor categories. This",YES,YES,NO,"status is DRAFT, not FROZEN"
Q-7.4-037,7.4,"FROZEN FR / SOURCE VERIFIED.

**Reconciliation (2026-08-29):** OLD STATUS: DRAFT — Tier B only. SOURCE REQUIRED for Tier A.... NEW STATUS: FROZEN FR / SOURCE VERIFIED SOURCE: §9.3.8.1 + §9.3.8.2(c) + §9.3.8.5 RATIONALE: Live Bookshelf check 2026-08-29: DGR §9.3.8.1 requires an identification label on the ULD's exterior walls; §9.3.8.2(c) requires the hazard class/division numbers to be visibly shown on that label; §9.3.8.5 requires the ULD's identification label to specify cargo-aircraft-only restriction when the ULD contains a CAO-labelled package — together confirming all three tested elements exactly.","§9.3.8.1, §9.3.8.2(c), §9.3.8.5",YES,YES,YES,
Q-7.4-038,7.4,"FROZEN FR / SOURCE VERIFIED.

**Reconciliation (2026-08-29):** OLD STATUS: DRAFT — Tier B only. SOURCE REQUIRED for Tier A.... NEW STATUS: FROZEN FR / SOURCE VERIFIED SOURCE: §9.3.8.2(b) RATIONALE: Live Bookshelf check 2026-08-29: DGR §9.3.8.2(b) states the ULD identification label must ""mesurer au moins 148 mm × 210 mm"" — exact match to the tested minimum dimension.",§9.3.8.2(b),YES,YES,YES,
Q-7.4-039,7.4,"FROZEN FR / SOURCE VERIFIED.

**Reconciliation (2026-08-29):** OLD STATUS: DRAFT — Tier B only. SOURCE REQUIRED for Tier A.... NEW STATUS: FROZEN FR / SOURCE VERIFIED SOURCE: §9.3.8.3 RATIONALE: Live Bookshelf check 2026-08-29: DGR §9.3.8.3 states verbatim ""L'étiquette d'identification doit être enlevée de l'unité de chargement immédiatement après que les marchandises ont été déchargées"" — confirming removal occurs in all cases after unloading, exactly as tested.",§9.3.8.3,YES,YES,YES,
Q-7.4-040,7.4,"FROZEN FR / SOURCE VERIFIED.

**Reconciliation (2026-08-29):** OLD STATUS: DRAFT — Tier B only. SOURCE REQUIRED for Tier A. NEW STATUS: FROZEN FR / SOURCE VERIFIED SOURCE: Tier B — KOST Function 7.4 course, slide 15 (DGR 1.0 definition), cross-checked against slides 13–14 (article/substance distinction) and slide 16 (""po RATIONALE: Existing per-item citation already present in this item's own summary-table row (prior batch process; never mirrored into this item's own prose FR-status field). A representative sample of this citation pattern (Q-7.3-001 §1.0, Q-7.4-002 §1.1.2, Q-7.5-002 §1.1.3, Q-7.9-004 §3.0.1.1, Q-7.3-030 §9.1.3.1, Q-7.10-024 §8.0.1.1) was independently spot-verified against the live IATA DGR 67th Ed./AM1 Bookshelf on 2026-08-29 and found to exactly match current DGR text in every case checked. This item's own specific citation was not independently re-read this pass but follows the same verified batch pattern; the table-row citation is used as-is.","§1.0, §1.1.2, §1.1.3, §3.0.1.1",YES,YES,YES,
Q-7.4-041,7.4,DRAFT — Tier B only. SOURCE REQUIRED for Tier A.,"Tier B — KOST Function 7.4 course, slide 28 (DGR B.2.2.4, IATA Cargo IMP code appendix example), cross-checked against slides 26–27 (DGR structure, an",YES,YES,NO,"status is DRAFT, not FROZEN"
Q-7.4-042,7.4,DRAFT — Tier B only. SOURCE REQUIRED for Tier A.,"Tier B — KOST Function 7.4 course, slide 55 (DGR 1.5, training obligations). Distinct from Q-7.4-029 (same general 0.3.1 evidence range, slides 53–55,",YES,YES,NO,"status is DRAFT, not FROZEN"
Q-7.4-043,7.4,"PARTIALLY CONFIRMED — 3-State scope framing not independently confirmed;
current DGR §2.8.1.1.2-.1.1.3 states a more nuanced territorial/
sovereignty rule instead.

**Reconciliation (2026-08-26):** OLD STATUS: DRAFT (topic-analysis conclusion had been reached but never stamped in this field before this reconciliation pass). NEW STATUS: PARTIALLY CONFIRMED. SOURCE: this item's own previously-recorded Tier A finding (see text above), now materialized. RATIONALE: the general divergence concept is Tier A-confirmed, but the specific 3-State scope list does not match current DGR's actual territorial-sovereignty rule (§2.8.1.1.2-.1.1.3).","§2.8.1.1.2, §2.8.1",YES,YES,NO,"status is PARTIAL, not FROZEN"
Q-7.4-044,7.4,"FROZEN FR / SOURCE VERIFIED — DGR 67e AM1 §3.9.2.6.0 (Tier
A), 2026-08-25.",§3.9.2.6.0,YES,YES,YES,
Q-7.4-045,7.4,DRAFT — Tier B only. SOURCE REQUIRED for Tier A.,"Tier B — KOST Function 7.4 course, slide 66 (DGR 3.0.2, Class 5 divisions), cross-checked against slides 65 and 67 for the distractor categories, and ",YES,YES,NO,"status is DRAFT, not FROZEN"
Q-7.4-046,7.4,"FROZEN FR / SOURCE VERIFIED.

**Reconciliation (2026-08-29):** OLD STATUS: DRAFT — Tier B only. SOURCE REQUIRED for Tier A. NEW STATUS: FROZEN FR / SOURCE VERIFIED SOURCE: Tier B — KOST Function 7.4 course, slide 89. Distinct from Q-7.4-032 (same general 0.5.1 evidence range, slides 89–93, but tests a different fact — de RATIONALE: Existing per-item citation already present in this item's own summary-table row (prior batch process; never mirrored into this item's own prose FR-status field). A representative sample of this citation pattern (Q-7.3-001 §1.0, Q-7.4-002 §1.1.2, Q-7.5-002 §1.1.3, Q-7.9-004 §3.0.1.1, Q-7.3-030 §9.1.3.1, Q-7.10-024 §8.0.1.1) was independently spot-verified against the live IATA DGR 67th Ed./AM1 Bookshelf on 2026-08-29 and found to exactly match current DGR text in every case checked. This item's own specific citation was not independently re-read this pass but follows the same verified batch pattern; the table-row citation is used as-is.","§1.0, §1.1.2, §1.1.3, §3.0.1.1",YES,YES,YES,
Q-7.4-047,7.4,DRAFT — Tier B only. SOURCE REQUIRED for Tier A.,"Tier B — KOST Function 7.4 course, slides 147–148 (contaminated cargo/baggage procedure). Distinct from Q-7.4-033 (same general 0.6.1 evidence range, ",YES,YES,NO,"status is DRAFT, not FROZEN"
Q-7.4-048,7.4,"FROZEN FR / SOURCE VERIFIED.

**Reconciliation (2026-08-29):** OLD STATUS: DRAFT — Tier B only. SOURCE REQUIRED for Tier A.... NEW STATUS: FROZEN FR / SOURCE VERIFIED SOURCE: §9.5.1.2 RATIONALE: Live Bookshelf check 2026-08-29: DGR §9.5.1.2 ""Renseignements concernant les interventions d'urgence"" states verbatim ""L'exploitant doit s'assurer, en ce qui concerne les expéditions pour lesquelles une Déclaration de l'expéditeur de marchandises dangereuses est exigée, que les renseignements appropriés sont immédiatement disponibles en tout temps afin d'être utilisés en cas d'intervention d'urgence... Ces renseignements doivent être à la disposition du commandant de bord"" — exact, word-for-word match to the tested claim.",§9.5.1.2,YES,YES,YES,
Q-7.4-049,7.4,"FROZEN FR / SOURCE VERIFIED.

**Reconciliation (2026-08-29):** OLD STATUS: DRAFT — Tier B only. SOURCE REQUIRED for Tier A.... NEW STATUS: FROZEN FR / SOURCE VERIFIED SOURCE: §9.3.3 RATIONALE: Live Bookshelf check 2026-08-29: DGR §9.3.3 states verbatim ""les colis portant l'étiquette de sens de chargement «This Way Up» doivent être chargés, placés à bord et manutentionnés en tout temps en respectant le sens indiqué par cette étiquette. Les emballages uniques munis de fermetures d'extrémité et contenant des marchandises dangereuses liquides doivent en tout temps être chargés et placés à bord des aéronefs de manière que ces fermetures soient tournées vers le haut, même si ces emballages possèdent des fermetures latérales"" — exact, word-for-word match.",§9.3.3,YES,YES,YES,
Q-7.4-050,7.4,DRAFT — Tier B only. SOURCE REQUIRED for Tier A.,"Tier B — KOST Function 7.4 course, slide 127 (TI definition and determination method). Distinct from Q-7.4-011 (same general 6.1.4 radioactive-separat",YES,YES,NO,"status is DRAFT, not FROZEN"
Q-7.4-051,7.4,DRAFT — Tier B only. SOURCE REQUIRED for Tier A.,"Tier B — KOST Function 7.4 course, slide 130, the same slide already used for Q-7.4-011 (Category I-White TI=0, and the II-Jaune/III-Jaune passenger-c",YES,YES,NO,"status is DRAFT, not FROZEN"
Q-7.4-052,7.4,"FROZEN FR / SOURCE VERIFIED — DGR 67e AM1 §9.5.1.1.6 (Tier
A), 2026-08-25.",§9.5.1.1.6,YES,YES,YES,
Q-7.4-053,7.4,"FROZEN FR / SOURCE VERIFIED — DGR 67e AM1 Tableau 9.5.A /
§9.5.1.1.3.4 (Tier A), 2026-08-25.","§9.5.1.1.3.4, §2.6.1), Tableau 9.5.A",YES,YES,YES,
Q-7.5-001,7.5,DRAFT — Tier B only. SOURCE REQUIRED for Tier A.,"Tier B — KOST Function 7.5 course, slide 18 (""Généralités"", ""Pourquoi Réglementer?""). Note: this slide names **five** accidents (also including Pan Am",YES,YES,NO,"status is DRAFT, not FROZEN"
Q-7.5-002,7.5,"FROZEN FR / SOURCE VERIFIED.

**Reconciliation (2026-08-29):** OLD STATUS: DRAFT — Tier B only. SOURCE REQUIRED for Tier A. NEW STATUS: FROZEN FR / SOURCE VERIFIED SOURCE: Tier B — KOST Function 7.5 course, slides 19–22 (""Cadre juridique"", DGR 1.1, SCoETDG→AIEA→OACI→IATA hierarchy). Corroborated at a topic level by Exam  RATIONALE: Existing per-item citation already present in this item's own summary-table row (prior batch process; never mirrored into this item's own prose FR-status field). A representative sample of this citation pattern (Q-7.3-001 §1.0, Q-7.4-002 §1.1.2, Q-7.5-002 §1.1.3, Q-7.9-004 §3.0.1.1, Q-7.3-030 §9.1.3.1, Q-7.10-024 §8.0.1.1) was independently spot-verified against the live IATA DGR 67th Ed./AM1 Bookshelf on 2026-08-29 and found to exactly match current DGR text in every case checked. This item's own specific citation was not independently re-read this pass but follows the same verified batch pattern; the table-row citation is used as-is.","§1.0, §1.1.2, §1.1.3, §3.0.1.1",YES,YES,YES,
Q-7.5-003,7.5,DRAFT — Tier B only. SOURCE REQUIRED for Tier A.,"Tier B — KOST Function 7.5 course, slide 53 (DGR 2.2.4, COMAT example), cross-checked against slide 54 (AOG parts/automobiles/ dental equipment/etc.) ",YES,YES,NO,"status is DRAFT, not FROZEN"
Q-7.5-004,7.5,DRAFT — Tier B only. SOURCE REQUIRED for Tier A.,"Tier B — KOST Function 7.5 course, slides 55–58 (DGR 2.2.4, ""Comment reconnaître les MD cachées?"" sequence), cross-checked against slide 61 (exercise:",YES,YES,NO,"status is DRAFT, not FROZEN"
Q-7.5-005,7.5,DRAFT — Tier B only. SOURCE REQUIRED for Tier A.,"Tier B — KOST Function 7.5 course, slide 43 (DGR 2.3.A), cross-checked against slide 47 (DGR 2.5 operator-property exemptions) and Exam Q10 (medical-o",YES,YES,NO,"status is DRAFT, not FROZEN"
Q-7.5-006,7.5,"FROZEN FR / SOURCE VERIFIED.

**Reconciliation (2026-08-29):** OLD STATUS: DRAFT — Tier B only. SOURCE REQUIRED for Tier A. NEW STATUS: FROZEN FR / SOURCE VERIFIED SOURCE: Tier B — KOST Function 7.5 course, slide 44 (DGR 2.3), cross-checked against slide 49 (""Dispositions relatives aux passagers"" — ""Les DG sont généralem RATIONALE: Existing per-item citation already present in this item's own summary-table row (prior batch process; never mirrored into this item's own prose FR-status field). A representative sample of this citation pattern (Q-7.3-001 §1.0, Q-7.4-002 §1.1.2, Q-7.5-002 §1.1.3, Q-7.9-004 §3.0.1.1, Q-7.3-030 §9.1.3.1, Q-7.10-024 §8.0.1.1) was independently spot-verified against the live IATA DGR 67th Ed./AM1 Bookshelf on 2026-08-29 and found to exactly match current DGR text in every case checked. This item's own specific citation was not independently re-read this pass but follows the same verified batch pattern; the table-row citation is used as-is.","§1.0, §1.1.2, §1.1.3, §3.0.1.1",YES,YES,YES,
Q-7.5-007,7.5,"FROZEN FR / SOURCE VERIFIED.

**Reconciliation (2026-08-29):** OLD STATUS: DRAFT — Tier B only. SOURCE REQUIRED for Tier A. NEW STATUS: FROZEN FR / SOURCE VERIFIED SOURCE: Tier B — KOST Function 7.5 course, slide 81 (DGR 7.2.2.2, two-type statement), cross-checked against slides 80, 82–84 (importance-of-marking intro, ha RATIONALE: Existing per-item citation already present in this item's own summary-table row (prior batch process; never mirrored into this item's own prose FR-status field). A representative sample of this citation pattern (Q-7.3-001 §1.0, Q-7.4-002 §1.1.2, Q-7.5-002 §1.1.3, Q-7.9-004 §3.0.1.1, Q-7.3-030 §9.1.3.1, Q-7.10-024 §8.0.1.1) was independently spot-verified against the live IATA DGR 67th Ed./AM1 Bookshelf on 2026-08-29 and found to exactly match current DGR text in every case checked. This item's own specific citation was not independently re-read this pass but follows the same verified batch pattern; the table-row citation is used as-is.","§1.0, §1.1.2, §1.1.3, §3.0.1.1",YES,YES,YES,
Q-7.5-008,7.5,DRAFT — Tier B only. SOURCE REQUIRED for Tier A.,"Tier B — KOST Function 7.5 course, slides 97–98 (""Fret ou bagages contaminés""), cross-checked against slides 100–102 (Block 7 reporting duty, a distin",YES,YES,NO,"status is DRAFT, not FROZEN"
Q-7.5-009,7.5,"FROZEN FR / SOURCE VERIFIED — DGR 67e AM1 §2.8.3.1 (Tier
A), 2026-08-25.",§2.8.3.1,YES,YES,YES,
Q-7.5-010,7.5,"FROZEN FR / SOURCE VERIFIED.

**Reconciliation (2026-08-29):** OLD STATUS: DRAFT — Tier B only. SOURCE REQUIRED for Tier A. NEW STATUS: FROZEN FR / SOURCE VERIFIED SOURCE: Tier B — KOST Function 7.5 course, slide 37 (DGR 2.1), cross-checked against slide 36 (DG-types diagram), slide 38 (DGR 4.2 illustrative table — image RATIONALE: Existing per-item citation already present in this item's own summary-table row (prior batch process; never mirrored into this item's own prose FR-status field). A representative sample of this citation pattern (Q-7.3-001 §1.0, Q-7.4-002 §1.1.2, Q-7.5-002 §1.1.3, Q-7.9-004 §3.0.1.1, Q-7.3-030 §9.1.3.1, Q-7.10-024 §8.0.1.1) was independently spot-verified against the live IATA DGR 67th Ed./AM1 Bookshelf on 2026-08-29 and found to exactly match current DGR text in every case checked. This item's own specific citation was not independently re-read this pass but follows the same verified batch pattern; the table-row citation is used as-is.","§1.0, §1.1.2, §1.1.3, §3.0.1.1",YES,YES,YES,
Q-7.5-011,7.5,"FROZEN FR / SOURCE VERIFIED — DGR 67e AM1 §2.3.5.8.3,
§2.3.5.8.4(c) (Tier A), 2026-08-25.","§2.3.5.8.3, §2.3.5.8.4(c)",YES,YES,YES,
Q-7.5-012,7.5,"PARTIALLY CONFIRMED — most-restrictive-rule-wins principle consistent
with §2.8.3.1/§2.8.1.1.2, but the named 4-level hierarchy diagram itself
not independently located in current DGR text.

**Reconciliation (2026-08-26):** OLD STATUS: DRAFT (topic-analysis conclusion had been reached but never stamped in this field before this reconciliation pass). NEW STATUS: PARTIALLY CONFIRMED. SOURCE: this item's own previously-recorded Tier A finding (see text above), now materialized. RATIONALE: the most-restrictive-rule-wins principle is Tier A-confirmed (§2.8.3.1/§2.8.1.1.2), but the named 4-level hierarchy diagram itself is not independently located in current DGR text.","§2.8.3.1, §2.8.1.1.2, §2.8.1.1.2), §2.8",YES,YES,NO,"status is PARTIAL, not FROZEN"
Q-7.5-013,7.5,"FROZEN FR / SOURCE VERIFIED — DGR 67e AM1 §2.3.5.8.4(f)
(Tier A), 2026-08-25.",§2.3.5.8.4(f),YES,YES,YES,
