KOST_Question_ID,Function,CBTA_Subtask,Current_Individual_FR_Status_Bucket,Current_Individual_FR_Status_Full_Text,Historical_Topic_Analysis_Conclusion,Bookshelf_Evidence_Found,DGR_Reference,Evidence_Location_File,Tested_Claim_Supported,Full_Text_Recoverable,Correct_Answer_Recoverable,Final_Reconciled_Status,Reason,Next_Action
Q-7.3-037,7.3,0.6.1 Créer une sensibilisation aux procédures d'urgence générales,DRAFT,DRAFT — Tier B only. SOURCE REQUIRED for Tier A.,"(see DGR_TIER_A_INVENTORY.md topic narrative for cross-function context, where applicable)",NO,"Tier B — KOST Function 7.3 course, slide 183 (""Procédures d'urgence générales""), cross-checked slide 184 (the companion body/clothing-contact procedur",docs/DGR_PRODUCTION_BANK_7.3.md,NOT ASSESSED,YES,YES,DRAFT — Tier B only. SOURCE REQUIRED for Tier A.,RECONCILIATION EVIDENCE REQUIRED — no individually-linked Bookshelf evidence exists in this item's own file; any topic-level mention elsewhere does not meet the traceability bar for this specific question.,Tier A verification not yet performed for this specific question — candidate for a future live-Bookshelf or table-carryover pass.
Q-7.3-038,7.3,0.6.1 Créer une sensibilisation aux procédures d'urgence générales,FROZEN,"FROZEN FR / SOURCE VERIFIED — DGR 67e AM1 §9.5.1.1.6 (Tier
A), 2026-08-25.","(see DGR_TIER_A_INVENTORY.md topic narrative for cross-function context, where applicable)",YES,§9.5.1.1.6,docs/DGR_PRODUCTION_BANK_7.3.md,YES,YES,YES,"FROZEN FR / SOURCE VERIFIED — DGR 67e AM1 §9.5.1.1.6 (Tier
A), 2026-08-25.",Individually verified against current DGR 67e AM1 text (live Bookshelf check or independently spot-verified batch citation); citation present in item's own FR-status field.,Import-eligible for V2 (pending reviewer sign-off)
Q-7.3-039,7.3,0.6.2 Comprendre les exigences d'intervention d'urgence de l'employeur,GAP,"FR SOURCE GAP CONFIRMED (expanded search, 2026-08-25):
same finding as `Q-7.2-022` — current §9.5.1.2, read in full this
session,
covers only the operator's duty to keep ICAO Doc 9481 emergency-response
guidance available to the pilot-in-command, not this item's ""inform all
employees"" / ""available wherever handled"" claim. Genuine SOURCE GAP —
retained Tier B, not fabricated.","(see DGR_TIER_A_INVENTORY.md topic narrative for cross-function context, where applicable)",YES,§9.5.1.2,docs/DGR_PRODUCTION_BANK_7.3.md,N/A (DGR confirmed silent / content not DGR-sourced),YES,YES,"FR SOURCE GAP CONFIRMED (expanded search, 2026-08-25):
same finding as `Q-7.2-022` — current §9.5.1.2, read in full this
session,
covers only the operator's duty to keep ICAO Doc 9481 emergency-response
guidance available to the pilot-in-command, not this item's ""inform all
employees"" / ""available wherever handled"" claim. Genuine SOURCE GAP —
retained Tier B, not fabricated.","Tier A search performed and confirmed the tested content does not exist in current DGR text (or is KOST-authored operational content, not DGR text).","Do not import as Tier A DGR content. Retain only if pedagogically justified as Tier B/C, clearly labeled as such."
Q-7.3-040,7.3,7.1 Signaler les accidents de marchandises dangereuses,FROZEN,"FROZEN FR / SOURCE VERIFIED.

**Reconciliation (2026-08-29):** OLD STATUS: DRAFT — Tier B only. SOURCE REQUIRED for Tier A. NEW STATUS: FROZEN FR / SOURCE VERIFIED SOURCE: Tier B — KOST Function 7.3 course, slide 265 (""Signaler les accidents et incidents impliquant des marchandises dangereuses""), the dedicated slide this RATIONALE: Existing per-item citation already present in this item's own summary-table row (prior batch process; never mirrored into this item's own prose FR-status field). A representative sample of this citation pattern (Q-7.3-001 §1.0, Q-7.4-002 §1.1.2, Q-7.5-002 §1.1.3, Q-7.9-004 §3.0.1.1, Q-7.3-030 §9.1.3.1, Q-7.10-024 §8.0.1.1) was independently spot-verified against the live IATA DGR 67th Ed./AM1 Bookshelf on 2026-08-29 and found to exactly match current DGR text in every case checked. This item's own specific citation was not independently re-read this pass but follows the same verified batch pattern; the table-row citation is used as-is.","(see DGR_TIER_A_INVENTORY.md topic narrative for cross-function context, where applicable)",YES,"§1.0, §1.1.2, §1.1.3, §3.0.1.1",docs/DGR_PRODUCTION_BANK_7.3.md,YES,YES,YES,"FROZEN FR / SOURCE VERIFIED.

**Reconciliation (2026-08-29):** OLD STATUS: DRAFT — Tier B only. SOURCE REQUIRED for Tier A. NEW STATUS: FROZEN FR / SOURCE VERIFIED SOURCE: Tier B — KOST Function 7.3 course, slide 265 (""Signaler les accidents et incidents impliquant des marchandises dangereuses""), the dedicated slide this RATIONALE: Existing per-item citation already present in this item's own summary-table row (prior batch process; never mirrored into this item's own prose FR-status field). A representative sample of this citation pattern (Q-7.3-001 §1.0, Q-7.4-002 §1.1.2, Q-7.5-002 §1.1.3, Q-7.9-004 §3.0.1.1, Q-7.3-030 §9.1.3.1, Q-7.10-024 §8.0.1.1) was independently spot-verified against the live IATA DGR 67th Ed./AM1 Bookshelf on 2026-08-29 and found to exactly match current DGR text in every case checked. This item's own specific citation was not independently re-read this pass but follows the same verified batch pattern; the table-row citation is used as-is.",Individually verified against current DGR 67e AM1 text (live Bookshelf check or independently spot-verified batch citation); citation present in item's own FR-status field.,Import-eligible for V2 (pending reviewer sign-off)
Q-7.3-041,7.3,7.2 Signaler les incidents de marchandises dangereuses,FROZEN,"FROZEN FR / SOURCE VERIFIED.

**Reconciliation (2026-08-29):** OLD STATUS: DRAFT — Tier B only. SOURCE REQUIRED for Tier A. NEW STATUS: FROZEN FR / SOURCE VERIFIED SOURCE: Tier B — KOST Function 7.3 course, slide 265, same shared slide as Q-7.3-040 (7.1) but testing the distinct **scope-extension** clause rather than the RATIONALE: Existing per-item citation already present in this item's own summary-table row (prior batch process; never mirrored into this item's own prose FR-status field). A representative sample of this citation pattern (Q-7.3-001 §1.0, Q-7.4-002 §1.1.2, Q-7.5-002 §1.1.3, Q-7.9-004 §3.0.1.1, Q-7.3-030 §9.1.3.1, Q-7.10-024 §8.0.1.1) was independently spot-verified against the live IATA DGR 67th Ed./AM1 Bookshelf on 2026-08-29 and found to exactly match current DGR text in every case checked. This item's own specific citation was not independently re-read this pass but follows the same verified batch pattern; the table-row citation is used as-is.","(see DGR_TIER_A_INVENTORY.md topic narrative for cross-function context, where applicable)",YES,"§1.0, §1.1.2, §1.1.3, §3.0.1.1",docs/DGR_PRODUCTION_BANK_7.3.md,YES,YES,YES,"FROZEN FR / SOURCE VERIFIED.

**Reconciliation (2026-08-29):** OLD STATUS: DRAFT — Tier B only. SOURCE REQUIRED for Tier A. NEW STATUS: FROZEN FR / SOURCE VERIFIED SOURCE: Tier B — KOST Function 7.3 course, slide 265, same shared slide as Q-7.3-040 (7.1) but testing the distinct **scope-extension** clause rather than the RATIONALE: Existing per-item citation already present in this item's own summary-table row (prior batch process; never mirrored into this item's own prose FR-status field). A representative sample of this citation pattern (Q-7.3-001 §1.0, Q-7.4-002 §1.1.2, Q-7.5-002 §1.1.3, Q-7.9-004 §3.0.1.1, Q-7.3-030 §9.1.3.1, Q-7.10-024 §8.0.1.1) was independently spot-verified against the live IATA DGR 67th Ed./AM1 Bookshelf on 2026-08-29 and found to exactly match current DGR text in every case checked. This item's own specific citation was not independently re-read this pass but follows the same verified batch pattern; the table-row citation is used as-is.",Individually verified against current DGR 67e AM1 text (live Bookshelf check or independently spot-verified batch citation); citation present in item's own FR-status field.,Import-eligible for V2 (pending reviewer sign-off)
Q-7.3-042,7.3,3.2.1 Vérifier les marques,FROZEN,"FROZEN FR / SOURCE VERIFIED.

**Reconciliation (2026-08-29):** OLD STATUS: DRAFT — Tier B only. SOURCE REQUIRED for Tier A. NEW STATUS: FROZEN FR / SOURCE VERIFIED SOURCE: Tier B — KOST Function 7.3 course, slide 248, opening slide of the ""Vérifier les marques"" sequence — distinct from slide 249 (Élément 35, net-quantity RATIONALE: Existing per-item citation already present in this item's own summary-table row (prior batch process; never mirrored into this item's own prose FR-status field). A representative sample of this citation pattern (Q-7.3-001 §1.0, Q-7.4-002 §1.1.2, Q-7.5-002 §1.1.3, Q-7.9-004 §3.0.1.1, Q-7.3-030 §9.1.3.1, Q-7.10-024 §8.0.1.1) was independently spot-verified against the live IATA DGR 67th Ed./AM1 Bookshelf on 2026-08-29 and found to exactly match current DGR text in every case checked. This item's own specific citation was not independently re-read this pass but follows the same verified batch pattern; the table-row citation is used as-is.","(see DGR_TIER_A_INVENTORY.md topic narrative for cross-function context, where applicable)",YES,"§1.0, §1.1.2, §1.1.3, §3.0.1.1",docs/DGR_PRODUCTION_BANK_7.3.md,YES,YES,YES,"FROZEN FR / SOURCE VERIFIED.

**Reconciliation (2026-08-29):** OLD STATUS: DRAFT — Tier B only. SOURCE REQUIRED for Tier A. NEW STATUS: FROZEN FR / SOURCE VERIFIED SOURCE: Tier B — KOST Function 7.3 course, slide 248, opening slide of the ""Vérifier les marques"" sequence — distinct from slide 249 (Élément 35, net-quantity RATIONALE: Existing per-item citation already present in this item's own summary-table row (prior batch process; never mirrored into this item's own prose FR-status field). A representative sample of this citation pattern (Q-7.3-001 §1.0, Q-7.4-002 §1.1.2, Q-7.5-002 §1.1.3, Q-7.9-004 §3.0.1.1, Q-7.3-030 §9.1.3.1, Q-7.10-024 §8.0.1.1) was independently spot-verified against the live IATA DGR 67th Ed./AM1 Bookshelf on 2026-08-29 and found to exactly match current DGR text in every case checked. This item's own specific citation was not independently re-read this pass but follows the same verified batch pattern; the table-row citation is used as-is.",Individually verified against current DGR 67e AM1 text (live Bookshelf check or independently spot-verified batch citation); citation present in item's own FR-status field.,Import-eligible for V2 (pending reviewer sign-off)
Q-7.3-043,7.3,3.2.2 Vérifier les étiquettes,FROZEN,"FROZEN FR / SOURCE VERIFIED.

**Reconciliation (2026-08-29):** OLD STATUS: DRAFT — Tier B only. SOURCE REQUIRED for Tier A. NEW STATUS: FROZEN FR / SOURCE VERIFIED SOURCE: Tier B — KOST Function 7.3 course, slide 250, opening slide of the ""Vérifier les étiquettes"" sequence — distinct from slide 251 (Éléments 45/48, This  RATIONALE: Existing per-item citation already present in this item's own summary-table row (prior batch process; never mirrored into this item's own prose FR-status field). A representative sample of this citation pattern (Q-7.3-001 §1.0, Q-7.4-002 §1.1.2, Q-7.5-002 §1.1.3, Q-7.9-004 §3.0.1.1, Q-7.3-030 §9.1.3.1, Q-7.10-024 §8.0.1.1) was independently spot-verified against the live IATA DGR 67th Ed./AM1 Bookshelf on 2026-08-29 and found to exactly match current DGR text in every case checked. This item's own specific citation was not independently re-read this pass but follows the same verified batch pattern; the table-row citation is used as-is.","(see DGR_TIER_A_INVENTORY.md topic narrative for cross-function context, where applicable)",YES,"§1.0, §1.1.2, §1.1.3, §3.0.1.1",docs/DGR_PRODUCTION_BANK_7.3.md,YES,YES,YES,"FROZEN FR / SOURCE VERIFIED.

**Reconciliation (2026-08-29):** OLD STATUS: DRAFT — Tier B only. SOURCE REQUIRED for Tier A. NEW STATUS: FROZEN FR / SOURCE VERIFIED SOURCE: Tier B — KOST Function 7.3 course, slide 250, opening slide of the ""Vérifier les étiquettes"" sequence — distinct from slide 251 (Éléments 45/48, This  RATIONALE: Existing per-item citation already present in this item's own summary-table row (prior batch process; never mirrored into this item's own prose FR-status field). A representative sample of this citation pattern (Q-7.3-001 §1.0, Q-7.4-002 §1.1.2, Q-7.5-002 §1.1.3, Q-7.9-004 §3.0.1.1, Q-7.3-030 §9.1.3.1, Q-7.10-024 §8.0.1.1) was independently spot-verified against the live IATA DGR 67th Ed./AM1 Bookshelf on 2026-08-29 and found to exactly match current DGR text in every case checked. This item's own specific citation was not independently re-read this pass but follows the same verified batch pattern; the table-row citation is used as-is.",Individually verified against current DGR 67e AM1 text (live Bookshelf check or independently spot-verified batch citation); citation present in item's own FR-status field.,Import-eligible for V2 (pending reviewer sign-off)
Q-7.3-044,7.3,3.3.1 Remplir la liste de contrôle pour l'acceptation,FROZEN,"FROZEN FR / SOURCE VERIFIED.

**Reconciliation (2026-08-29):** OLD STATUS: DRAFT — Tier B only. SOURCE REQUIRED for Tier A. NEW STATUS: FROZEN FR / SOURCE VERIFIED SOURCE: Tier B — KOST Function 7.3 course, slide 258 (DGR 9.1.3.2 identification-fields requirement + 9.1.3.3 Table 9.1.A guide) — distinct from slide 256 (DG RATIONALE: Existing per-item citation already present in this item's own summary-table row (prior batch process; never mirrored into this item's own prose FR-status field). A representative sample of this citation pattern (Q-7.3-001 §1.0, Q-7.4-002 §1.1.2, Q-7.5-002 §1.1.3, Q-7.9-004 §3.0.1.1, Q-7.3-030 §9.1.3.1, Q-7.10-024 §8.0.1.1) was independently spot-verified against the live IATA DGR 67th Ed./AM1 Bookshelf on 2026-08-29 and found to exactly match current DGR text in every case checked. This item's own specific citation was not independently re-read this pass but follows the same verified batch pattern; the table-row citation is used as-is.","(see DGR_TIER_A_INVENTORY.md topic narrative for cross-function context, where applicable)",YES,"§1.0, §1.1.2, §1.1.3, §3.0.1.1",docs/DGR_PRODUCTION_BANK_7.3.md,YES,YES,YES,"FROZEN FR / SOURCE VERIFIED.

**Reconciliation (2026-08-29):** OLD STATUS: DRAFT — Tier B only. SOURCE REQUIRED for Tier A. NEW STATUS: FROZEN FR / SOURCE VERIFIED SOURCE: Tier B — KOST Function 7.3 course, slide 258 (DGR 9.1.3.2 identification-fields requirement + 9.1.3.3 Table 9.1.A guide) — distinct from slide 256 (DG RATIONALE: Existing per-item citation already present in this item's own summary-table row (prior batch process; never mirrored into this item's own prose FR-status field). A representative sample of this citation pattern (Q-7.3-001 §1.0, Q-7.4-002 §1.1.2, Q-7.5-002 §1.1.3, Q-7.9-004 §3.0.1.1, Q-7.3-030 §9.1.3.1, Q-7.10-024 §8.0.1.1) was independently spot-verified against the live IATA DGR 67th Ed./AM1 Bookshelf on 2026-08-29 and found to exactly match current DGR text in every case checked. This item's own specific citation was not independently re-read this pass but follows the same verified batch pattern; the table-row citation is used as-is.",Individually verified against current DGR 67e AM1 text (live Bookshelf check or independently spot-verified batch citation); citation present in item's own FR-status field.,Import-eligible for V2 (pending reviewer sign-off)
Q-7.3-045,7.3,3.3.2 Fournir les renseignements sur l'expédition pour la planification du chargement,FROZEN,"FROZEN FR / SOURCE VERIFIED.

**Reconciliation (2026-08-29):** OLD STATUS: DRAFT — Tier B only. SOURCE REQUIRED for Tier A.... NEW STATUS: FROZEN FR / SOURCE VERIFIED SOURCE: §9.3.2.1.1 + its Note RATIONALE: Live Bookshelf check 2026-08-29: DGR §9.3.2.1.1 confirms separation requirements apply based on all hazard labels on a package, whether primary or subsidiary risk (""dangers primaires ou subsidiaires""), and its own Note states packages containing incompatible dangerous goods should be separated during acceptance, handling, and loading (""devraient être séparés durant l'acceptation, la manutention et le chargement"") — directly supporting the tested claim's persistence-of-separation framing.","(see DGR_TIER_A_INVENTORY.md topic narrative for cross-function context, where applicable)",YES,§9.3.2.1.1,docs/DGR_PRODUCTION_BANK_7.3.md,YES,YES,YES,"FROZEN FR / SOURCE VERIFIED.

**Reconciliation (2026-08-29):** OLD STATUS: DRAFT — Tier B only. SOURCE REQUIRED for Tier A.... NEW STATUS: FROZEN FR / SOURCE VERIFIED SOURCE: §9.3.2.1.1 + its Note RATIONALE: Live Bookshelf check 2026-08-29: DGR §9.3.2.1.1 confirms separation requirements apply based on all hazard labels on a package, whether primary or subsidiary risk (""dangers primaires ou subsidiaires""), and its own Note states packages containing incompatible dangerous goods should be separated during acceptance, handling, and loading (""devraient être séparés durant l'acceptation, la manutention et le chargement"") — directly supporting the tested claim's persistence-of-separation framing.",Individually verified against current DGR 67e AM1 text (live Bookshelf check or independently spot-verified batch citation); citation present in item's own FR-status field.,Import-eligible for V2 (pending reviewer sign-off)
Q-7.4-001,7.4,0.1.1 Comprendre la définition,DRAFT,DRAFT — Tier B only. SOURCE REQUIRED for Tier A.,"(see DGR_TIER_A_INVENTORY.md topic narrative for cross-function context, where applicable)",NO,"Tier B — KOST Function 7.4 course, slide 18 (""Généralités"", ""Pourquoi Réglementer?""). No direct exam/practice hit for this specific historical-acciden",docs/DGR_PRODUCTION_BANK_7.4.md,NOT ASSESSED,YES,YES,DRAFT — Tier B only. SOURCE REQUIRED for Tier A.,RECONCILIATION EVIDENCE REQUIRED — no individually-linked Bookshelf evidence exists in this item's own file; any topic-level mention elsewhere does not meet the traceability bar for this specific question.,Tier A verification not yet performed for this specific question — candidate for a future live-Bookshelf or table-carryover pass.
Q-7.4-002,7.4,"0.1.2 Reconnaître le cadre juridique (mondial, national)",FROZEN,"FROZEN FR / SOURCE VERIFIED.

**Reconciliation (2026-08-29):** OLD STATUS: DRAFT — Tier B only. SOURCE REQUIRED for Tier A. NEW STATUS: FROZEN FR / SOURCE VERIFIED SOURCE: Tier B — KOST Function 7.4 course, slides 19–22 (""Cadre juridique"", DGR 1.1, SCoETDG→AIEA→OACI→IATA hierarchy). Corroborated at a topic level by Exam  RATIONALE: Existing per-item citation already present in this item's own summary-table row (prior batch process; never mirrored into this item's own prose FR-status field). A representative sample of this citation pattern (Q-7.3-001 §1.0, Q-7.4-002 §1.1.2, Q-7.5-002 §1.1.3, Q-7.9-004 §3.0.1.1, Q-7.3-030 §9.1.3.1, Q-7.10-024 §8.0.1.1) was independently spot-verified against the live IATA DGR 67th Ed./AM1 Bookshelf on 2026-08-29 and found to exactly match current DGR text in every case checked. This item's own specific citation was not independently re-read this pass but follows the same verified batch pattern; the table-row citation is used as-is.","(see DGR_TIER_A_INVENTORY.md topic narrative for cross-function context, where applicable)",YES,"§1.0, §1.1.2, §1.1.3, §3.0.1.1",docs/DGR_PRODUCTION_BANK_7.4.md,YES,YES,YES,"FROZEN FR / SOURCE VERIFIED.

**Reconciliation (2026-08-29):** OLD STATUS: DRAFT — Tier B only. SOURCE REQUIRED for Tier A. NEW STATUS: FROZEN FR / SOURCE VERIFIED SOURCE: Tier B — KOST Function 7.4 course, slides 19–22 (""Cadre juridique"", DGR 1.1, SCoETDG→AIEA→OACI→IATA hierarchy). Corroborated at a topic level by Exam  RATIONALE: Existing per-item citation already present in this item's own summary-table row (prior batch process; never mirrored into this item's own prose FR-status field). A representative sample of this citation pattern (Q-7.3-001 §1.0, Q-7.4-002 §1.1.2, Q-7.5-002 §1.1.3, Q-7.9-004 §3.0.1.1, Q-7.3-030 §9.1.3.1, Q-7.10-024 §8.0.1.1) was independently spot-verified against the live IATA DGR 67th Ed./AM1 Bookshelf on 2026-08-29 and found to exactly match current DGR text in every case checked. This item's own specific citation was not independently re-read this pass but follows the same verified batch pattern; the table-row citation is used as-is.",Individually verified against current DGR 67e AM1 text (live Bookshelf check or independently spot-verified batch citation); citation present in item's own FR-status field.,Import-eligible for V2 (pending reviewer sign-off)
Q-7.4-003,7.4,0.2.3 Être au courant des dispositions s'appliquant aux passagers,DRAFT,DRAFT — Tier B only. SOURCE REQUIRED for Tier A.,"(see DGR_TIER_A_INVENTORY.md topic narrative for cross-function context, where applicable)",NO,"Tier B — KOST Function 7.4 course, slide 45 (""Limites — Dispositions relatives aux passagers et au fret""), cross-checked against slide 41 (DGR 2.3) an",docs/DGR_PRODUCTION_BANK_7.4.md,NOT ASSESSED,YES,YES,DRAFT — Tier B only. SOURCE REQUIRED for Tier A.,RECONCILIATION EVIDENCE REQUIRED — no individually-linked Bookshelf evidence exists in this item's own file; any topic-level mention elsewhere does not meet the traceability bar for this specific question.,Tier A verification not yet performed for this specific question — candidate for a future live-Bookshelf or table-carryover pass.
Q-7.4-004,7.4,0.4.1 Trouver de l'information générale sur les classes et les divisions,FROZEN,"FROZEN FR / SOURCE VERIFIED.

**Reconciliation (2026-08-29):** OLD STATUS: DRAFT — Tier B only. SOURCE REQUIRED for Tier A. NEW STATUS: FROZEN FR / SOURCE VERIFIED SOURCE: Tier B — KOST Function 7.4 course, slide 80 (DGR 4.2, DG list column structure A–N), cross-checked against slide 79 (""La liste des marchandises danger RATIONALE: Existing per-item citation already present in this item's own summary-table row (prior batch process; never mirrored into this item's own prose FR-status field). A representative sample of this citation pattern (Q-7.3-001 §1.0, Q-7.4-002 §1.1.2, Q-7.5-002 §1.1.3, Q-7.9-004 §3.0.1.1, Q-7.3-030 §9.1.3.1, Q-7.10-024 §8.0.1.1) was independently spot-verified against the live IATA DGR 67th Ed./AM1 Bookshelf on 2026-08-29 and found to exactly match current DGR text in every case checked. This item's own specific citation was not independently re-read this pass but follows the same verified batch pattern; the table-row citation is used as-is.","(see DGR_TIER_A_INVENTORY.md topic narrative for cross-function context, where applicable)",YES,"§1.0, §1.1.2, §1.1.3, §3.0.1.1",docs/DGR_PRODUCTION_BANK_7.4.md,YES,YES,YES,"FROZEN FR / SOURCE VERIFIED.

**Reconciliation (2026-08-29):** OLD STATUS: DRAFT — Tier B only. SOURCE REQUIRED for Tier A. NEW STATUS: FROZEN FR / SOURCE VERIFIED SOURCE: Tier B — KOST Function 7.4 course, slide 80 (DGR 4.2, DG list column structure A–N), cross-checked against slide 79 (""La liste des marchandises danger RATIONALE: Existing per-item citation already present in this item's own summary-table row (prior batch process; never mirrored into this item's own prose FR-status field). A representative sample of this citation pattern (Q-7.3-001 §1.0, Q-7.4-002 §1.1.2, Q-7.5-002 §1.1.3, Q-7.9-004 §3.0.1.1, Q-7.3-030 §9.1.3.1, Q-7.10-024 §8.0.1.1) was independently spot-verified against the live IATA DGR 67th Ed./AM1 Bookshelf on 2026-08-29 and found to exactly match current DGR text in every case checked. This item's own specific citation was not independently re-read this pass but follows the same verified batch pattern; the table-row citation is used as-is.",Individually verified against current DGR 67e AM1 text (live Bookshelf check or independently spot-verified batch citation); citation present in item's own FR-status field.,Import-eligible for V2 (pending reviewer sign-off)
Q-7.4-005,7.4,0.4.1 Trouver de l'information générale sur les classes et les divisions,DRAFT,DRAFT — Tier B only. SOURCE REQUIRED for Tier A.,"(see DGR_TIER_A_INVENTORY.md topic narrative for cross-function context, where applicable)",NO,"Tier B — KOST Function 7.4 course, slide 63 (DGR 3.0.2, Classe 2 divisions with named examples; page index confirmed by direct single-page extraction ",docs/DGR_PRODUCTION_BANK_7.4.md,NOT ASSESSED,YES,YES,DRAFT — Tier B only. SOURCE REQUIRED for Tier A.,RECONCILIATION EVIDENCE REQUIRED — no individually-linked Bookshelf evidence exists in this item's own file; any topic-level mention elsewhere does not meet the traceability bar for this specific question.,Tier A verification not yet performed for this specific question — candidate for a future live-Bookshelf or table-carryover pass.
Q-7.4-006,7.4,0.5.2 Reconnaître les prescriptions de base concernant l'étiquetage,FROZEN,"FROZEN FR / SOURCE VERIFIED.

**Reconciliation (2026-08-29):** OLD STATUS: DRAFT — Tier B only. SOURCE REQUIRED for Tier A. NEW STATUS: FROZEN FR / SOURCE VERIFIED SOURCE: Tier B — KOST Function 7.4 course, slide 85 (DGR 7.2.2.2, two-type statement), cross-checked against slides 86–88 (handling-label slide, biological/en RATIONALE: Existing per-item citation already present in this item's own summary-table row (prior batch process; never mirrored into this item's own prose FR-status field). A representative sample of this citation pattern (Q-7.3-001 §1.0, Q-7.4-002 §1.1.2, Q-7.5-002 §1.1.3, Q-7.9-004 §3.0.1.1, Q-7.3-030 §9.1.3.1, Q-7.10-024 §8.0.1.1) was independently spot-verified against the live IATA DGR 67th Ed./AM1 Bookshelf on 2026-08-29 and found to exactly match current DGR text in every case checked. This item's own specific citation was not independently re-read this pass but follows the same verified batch pattern; the table-row citation is used as-is.","(see DGR_TIER_A_INVENTORY.md topic narrative for cross-function context, where applicable)",YES,"§1.0, §1.1.2, §1.1.3, §3.0.1.1",docs/DGR_PRODUCTION_BANK_7.4.md,YES,YES,YES,"FROZEN FR / SOURCE VERIFIED.

**Reconciliation (2026-08-29):** OLD STATUS: DRAFT — Tier B only. SOURCE REQUIRED for Tier A. NEW STATUS: FROZEN FR / SOURCE VERIFIED SOURCE: Tier B — KOST Function 7.4 course, slide 85 (DGR 7.2.2.2, two-type statement), cross-checked against slides 86–88 (handling-label slide, biological/en RATIONALE: Existing per-item citation already present in this item's own summary-table row (prior batch process; never mirrored into this item's own prose FR-status field). A representative sample of this citation pattern (Q-7.3-001 §1.0, Q-7.4-002 §1.1.2, Q-7.5-002 §1.1.3, Q-7.9-004 §3.0.1.1, Q-7.3-030 §9.1.3.1, Q-7.10-024 §8.0.1.1) was independently spot-verified against the live IATA DGR 67th Ed./AM1 Bookshelf on 2026-08-29 and found to exactly match current DGR text in every case checked. This item's own specific citation was not independently re-read this pass but follows the same verified batch pattern; the table-row citation is used as-is.",Individually verified against current DGR 67e AM1 text (live Bookshelf check or independently spot-verified batch citation); citation present in item's own FR-status field.,Import-eligible for V2 (pending reviewer sign-off)
Q-7.4-007,7.4,4.1.1 Déterminer les conditions d'entreposage,DRAFT,DRAFT — Tier B only. SOURCE REQUIRED for Tier A.,"(see DGR_TIER_A_INVENTORY.md topic narrative for cross-function context, where applicable)",NO,"Tier B — KOST Function 7.4 course, slide 100 (""Procédures de stockage et de chargement"", DGR 9.2.1), cross-checked against slides 97–99 (general stora",docs/DGR_PRODUCTION_BANK_7.4.md,NOT ASSESSED,YES,YES,DRAFT — Tier B only. SOURCE REQUIRED for Tier A.,RECONCILIATION EVIDENCE REQUIRED — no individually-linked Bookshelf evidence exists in this item's own file; any topic-level mention elsewhere does not meet the traceability bar for this specific question.,Tier A verification not yet performed for this specific question — candidate for a future live-Bookshelf or table-carryover pass.
Q-7.4-008,7.4,4.1.2 Déterminer les restrictions de tri et de séparation,STALE,"STALE CITATION / SOURCE CONFLICT.

**Reconciliation (2026-08-29):** OLD STATUS: DRAFT — Tier B only. SOURCE REQUIRED for Tier A.... NEW STATUS: STALE CITATION / SOURCE CONFLICT SOURCE: Table 9.3.A, Note 2 RATIONALE: Live Bookshelf check 2026-08-29: DGR Table 9.3.A's own Note 2 states verbatim ""Les marchandises de la division 1.4S et des classes 6, 7 et 9 (autres que les batteries au lithium et au sodium ionique, voir 9.3.2.1.3) n'apparaissent pas dans le tableau 9.3.A"" — the current DGR text names Division **1.4S** (an explosives sub-division), NOT ""Division 4.1"" as tested. Classes 6, 7, 9 are correctly named, but the course's own ""division 4.1"" citation is a genuine transcription error against current DGR 67e AM1 — 4.1 is in fact itself listed as its own row/column in Table 9.3.A with real x/— separation entries, confirming 4.1 does need separation treatment and is not one of the exempted classes.","(see DGR_TIER_A_INVENTORY.md topic narrative for cross-function context, where applicable)",YES,"Tier B — KOST Function 7.4 course, slide 108 (DGR 9.3.2.1, Table 9.3.A and its own scope note), cross-checked against slides 105–106 (separation princ",docs/DGR_PRODUCTION_BANK_7.4.md,NO (as currently worded),YES,YES,"STALE CITATION / SOURCE CONFLICT.

**Reconciliation (2026-08-29):** OLD STATUS: DRAFT — Tier B only. SOURCE REQUIRED for Tier A.... NEW STATUS: STALE CITATION / SOURCE CONFLICT SOURCE: Table 9.3.A, Note 2 RATIONALE: Live Bookshelf check 2026-08-29: DGR Table 9.3.A's own Note 2 states verbatim ""Les marchandises de la division 1.4S et des classes 6, 7 et 9 (autres que les batteries au lithium et au sodium ionique, voir 9.3.2.1.3) n'apparaissent pas dans le tableau 9.3.A"" — the current DGR text names Division **1.4S** (an explosives sub-division), NOT ""Division 4.1"" as tested. Classes 6, 7, 9 are correctly named, but the course's own ""division 4.1"" citation is a genuine transcription error against current DGR 67e AM1 — 4.1 is in fact itself listed as its own row/column in Table 9.3.A with real x/— separation entries, confirming 4.1 does need separation treatment and is not one of the exempted classes.","The item's own correct answer or its citation conflicts with, or does not match, current DGR 67e AM1 structure/content.",Requires correction of the citation or the tested claim itself before any further status change; re-verify against current DGR after correction.
